church_name,denomination,family,address,city_state,zip,phone,website,page_url,irs_ein,irs_address,irs_city,irs_state,irs_zip
Greater Outreach Newborn Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(480) 558-6895,,https://www.usachurches.org/church/greater-outreach-newborn-church-of-god-in-christ.htm,,,,,
Miracle Temple Church Of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(662) 327-4221,,https://www.usachurches.org/church/miracle-temple-church-of-God-in-christ.htm,,,,,
Unity Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(614) 444-7808,https://unitytemple-cogic.com,https://www.usachurches.org/church/unity-temple-church-of-god-in-christ.htm,,,,,
Intercessory Prayer Ministries COGIC,Church of God in Christ,Pentecostal Churches,,,,(757) 224-9750,,https://www.usachurches.org/church/intercessory-prayer-ministries-cogic.htm,,,,,
Bethel Star Community Church of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(269) 598-3651,,https://www.usachurches.org/church/bethel-star-community-church-of-god-in-christ.htm,,,,,
Restoration Family Life Ministries Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(410) 947-9878,,https://www.usachurches.org/church/restoration-family-life-ministries-church-of-god-in-christ.htm,,,,,
Sunshine Church,Church of God in Christ,Pentecostal Churches,,,,(817) 413-7005,,https://www.usachurches.org/church/sunshine-church.htm,,,,,
Powerhouse Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,,,https://www.usachurches.org/church/powerhouse-church-of-god-in-christ.htm,,,,,
Praise Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(614) 238-0832,,https://www.usachurches.org/church/praise-temple-church-of-god-in-christ.htm,,,,,
The Full Armor of God Street Ministries/The Refuge,Church of God in Christ,Pentecostal Churches,,,,(704) 737-1980,,https://www.usachurches.org/church/the-full-armor-of-god-street-ministries.htm,,,,,
God Given Church of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(330) 453-8601,,https://www.usachurches.org/church/god-given-church-of-god-in-christ.htm,,,,,
Monroe Faith Ministry Church Of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(318) 393-9224,,https://www.usachurches.org/church/monroe-faith-ministry-church-of-god-in-christ.htm,,,,,
Temple of Praise Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(251) 423-1822,,https://www.usachurches.org/church/temple-of-praise-church-of-god-in-christ-mobile.htm,,,,,
Judah Temple Church of God and Christ,Church of God in Christ,Pentecostal Churches,,,,(313) 923-1435,,https://www.usachurches.org/church/judah-temple-church-of-god-and-christ.htm,,,,,
First New Mount Zion Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(954) 297-1610,,https://www.usachurches.org/church/first-new-mount-zion-church-of-god-in-christ.htm,,,,,
Lansing Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(517) 882-2335,https://lansingcogic.org,https://www.usachurches.org/church/lansing-church-of-god-in-christ.htm,,,,,
Christ Chapel,Church of God in Christ,Pentecostal Churches,,,,(601) 924-8749,,https://www.usachurches.org/church/christ-chapel.htm,,,,,
House Of Prayer,Church of God in Christ,Pentecostal Churches,,,,(478) 225-9125,,https://www.usachurches.org/church/house-of-prayer.htm,,,,,
Rock of Faith COGIC Community Outreach,Church of God in Christ,Pentecostal Churches,,,,(707) 245-9143,,https://www.usachurches.org/church/rock-of-faith-cogic-community-outreach.htm,,,,,
Lily of the Valley Refuge Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(469) 426-9753,,https://www.usachurches.org/church/lily-of-the-valley-refuge-church-of-god-in-christ.htm,,,,,
Fountain Of Life Ministries,Church of God in Christ,Pentecostal Churches,,,,(256) 882-3305,,https://www.usachurches.org/church/fountain-of-life-ministries.htm,,,,,
Pentecostal Temple,Church of God in Christ,Pentecostal Churches,,,,(773) 264-6417,,https://www.usachurches.org/church/pentecostal-temple.htm,,,,,
A.D. Baxter Memorial Church of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(610) 563-9630,,https://www.usachurches.org/church/ad-baxter-memorial-church-of-god-in-christ.htm,,,,,
Harvest Celebration Evangelistic Church,Church of God in Christ,Pentecostal Churches,,,,(601) 922-9111,https://harvestcelebration.org,https://www.usachurches.org/church/harvest-celebration-evangelistic-church.htm,,,,,
Terrestrial Temple Church Of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(765) 288-8181,,https://www.usachurches.org/church/terrestrialtemplechurchofgodinchrist.htm,,,,,
Prayer Tower Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(510) 533-2152,,https://www.usachurches.org/church/prayer-tower-church-of-god-in-christ.htm,,,,,
Be Ye Holy Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(706) 339-5590,,https://www.usachurches.org/church/be-ye-holy-church-of-god-in-christ.htm,,,,,
Graham Memorial Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(303) 393-1333,,https://www.usachurches.org/church/graham-memorial-church-of-god-in-christ.htm,,,,,
Living Water Church of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(317) 549-9763,https://livingwatercogic.weebly.com,https://www.usachurches.org/church/living-water-church-of-god-in-christ.htm,,,,,
Praise Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(325) 677-9527,,https://www.usachurches.org/church/praise-temple-church-of-god-in-christ-abilene.htm,,,,,
Williams Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(901) 327-0245,,https://www.usachurches.org/church/williams-temple-church-of-god-in-christ.htm,,,,,
Greater Abundant Life Church of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(415) 656-4345,,https://www.usachurches.org/church/greater-abundant-life-church-of-god-in-christ.htm,,,,,
Refreshing Rain Church of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(601) 345-8072,,https://www.usachurches.org/church/refreshing-rain-church-of-god-in-christ.htm,,,,,
Greater El Bethel C.O.G.I.C,Church of God in Christ,Pentecostal Churches,,,,(972) 276-2171,https://gebchurch.com,https://www.usachurches.org/church/greater-el-bethel-cogic.htm,,,,,
Antioch Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(662) 363-3362,,https://www.usachurches.org/church/antioch-church-of-god-in-christ.htm,,,,,
Harvest Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(847) 824-6412,,https://www.usachurches.org/church/harvest-temple-church-of-god-in-christ.htm,,,,,
Outreach Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(585) 254-3820,,https://www.usachurches.org/church/outreach-temple-church-of-god-in-christ.htm,,,,,
Thompson Chapel Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(210) 533-7849,,https://www.usachurches.org/church/thompson-chapel-church-of-god-in-christ.htm,,,,,
Greater Saint Paul Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(405) 524-5822,,https://www.usachurches.org/church/greater-saint-paul-church-of-god-in-christ.htm,,,,,
New Bethel Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(203) 744-1258,,https://www.usachurches.org/church/new-bethel-church-of-god-in-christ.htm,,,,,
Macedonia Church Of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(707) 425-3135,,https://www.usachurches.org/church/macedonia-church-of-god-in-christ-suisun.htm,,,,,
All Nations Church Of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(510) 232-6441,,https://www.usachurches.org/church/all-nations-church-of-god-in-christ.htm,,,,,
Whole Truth Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(602) 214-2771,,https://www.usachurches.org/church/whole-truth-church-of-god-in-christ-phoenix.htm,,,,,
Gospel Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(716) 833-3302,,https://www.usachurches.org/church/gospel-temple-church-of-god-in-christ.htm,,,,,
Trinity Temple Church of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(940) 668-1312,,https://www.usachurches.org/church/trinity-temple-church-of-god-in-christ.htm,,,,,
Perfecting Saints Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(757) 748-9990,https://pscogic.com,https://www.usachurches.org/church/perfecting-saints-church-of-god-in-christ.htm,,,,,
Leviticus Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(718) 322-1095,,https://www.usachurches.org/church/leviticus-church-of-god-in-christ.htm,,,,,
Epistles of Christ Church COGIC,Church of God in Christ,Pentecostal Churches,,,,(414) 873-7560,,https://www.usachurches.org/church/epistles-of-christ-church-cogic.htm,,,,,
New Beginnings Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(619) 255-1406,,https://www.usachurches.org/church/new-beginnings-church-of-god-in-christ.htm,,,,,
The River of God,Church of God in Christ,Pentecostal Churches,,,,(804) 216-0067,,https://www.usachurches.org/church/the-river-of-god.htm,,,,,
Madison Street Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(405) 424-2450,,https://www.usachurches.org/church/madison-street-church-of-god-in-christ.htm,,,,,
Kingdom Come Church Ministry,Church of God in Christ,Pentecostal Churches,,,,(216) 269-6931,,https://www.usachurches.org/church/kingdom-come-church-ministry.htm,,,,,
Starlight Church of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(323) 777-1756,,https://www.usachurches.org/church/starlight-church-of-god-in-christ.htm,,,,,
Faith Temple Complex,Church of God in Christ,Pentecostal Churches,,,,(573) 359-1623,,https://www.usachurches.org/church/faith-temple-complex.htm,,,,,
New Horizons Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(404) 762-0054,,https://www.usachurches.org/church/new-horizons-church-of-god-in-christ.htm,,,,,
St. James House of Prayer,Church of God in Christ,Pentecostal Churches,,,,(716) 881-3097,,https://www.usachurches.org/church/st-james-house-of-prayer.htm,,,,,
Saint Stephen's Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,,,https://www.usachurches.org/church/saint-stephens-church-of-god-in-christ.htm,,,,,
Bread of Life Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(912) 231-0504,,https://www.usachurches.org/church/bread-of-life-church-of-god-in-christ.htm,,,,,
The Messias Church,Church of God in Christ,Pentecostal Churches,,,,(214) 414-8371,,https://www.usachurches.org/church/the-messias-church.htm,,,,,
Mount Sinai Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(607) 723-2361,,https://www.usachurches.org/church/mount-sinai-church-of-god-in-christ.htm,,,,,
"Abundant Faith Fellowship Ministries, Inc.",Church of God in Christ,Pentecostal Churches,,,,(910) 818-1875,,https://www.usachurches.org/church/abundant-faith-fellowship-ministries-inc.htm,,,,,
Grace Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(260) 456-8159,,https://www.usachurches.org/church/grace-temple-church-of-god-in-christ-fort-wayne.htm,,,,,
Triumph Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(770) 786-4683,,https://www.usachurches.org/church/triumph-church-of-god-in-christ.htm,,,,,
Old Path Miracle Cathedral Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(707) 643-7788,,https://www.usachurches.org/church/old-path-miracle-cathedral-church-of-god-in-christ.htm,,,,,
Beautiful Gate Church of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(323) 756-6131,,https://www.usachurches.org/church/beautiful-gate-church-of-god-in-christ.htm,,,,,
New Jerusalem Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(907) 488-7320,https://njcogic.org,https://www.usachurches.org/church/new-jerusalem-church-of-god-in-christ-north-pole.htm,,,,,
Community Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(903) 456-5433,,https://www.usachurches.org/church/community-church-of-god-in-christ.htm,,,,,
Emmanuel's House of Prayers,Church of God in Christ,Pentecostal Churches,,,,(336) 841-8188,,https://www.usachurches.org/church/emmanuels-house-of-prayers.htm,,,,,
Christ Cathedral Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(757) 420-1137,,https://www.usachurches.org/church/christ-cathedral-church-of-god-in-christ.htm,,,,,
Greater Saint Mark Church of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(765) 643-8922,,https://www.usachurches.org/church/greater-saint-mark-church-of-god-in-christ.htm,,,,,
New Life Community Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(517) 327-7519,,https://www.usachurches.org/church/new-life-community-church-of-god-in-christ.htm,,,,,
The Experience Pentecostal Church Of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(951) 867-7357,,https://www.usachurches.org/church/the-experience-pentecostal-church-of-god-in-christ.htm,,,,,
National Memorial-St. Louis Holy Temple,Church of God in Christ,Pentecostal Churches,,,,(314) 727-3691,,https://www.usachurches.org/church/national-memorial-st-louis-holy-temple.htm,,,,,
Praise Chapel Ministries Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(253) 770-3727,https://pccogic.com,https://www.usachurches.org/church/praise-chapel-church-of-god-in-christ.htm,,,,,
Overcoming Ministries Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(727) 585-8750,,https://www.usachurches.org/church/overcoming-ministries-church-of-god-in-christ.htm,,,,,
Little York Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(713) 633-1284,,https://www.usachurches.org/church/little-york-church-of-god-in-christ.htm,,,,,
Redeeming Faith Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(281) 471-0295,,https://www.usachurches.org/church/redeeming-faith-church-of-god-in-christ.htm,,,,,
Greater Works International Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(517) 214-3865,,https://www.usachurches.org/church/greater-works-international-church-of-god-in-christ.htm,,,,,
Victorious Faith Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(386) 328-6055,,https://www.usachurches.org/church/victorious-faith-church-of-god-in-christ.htm,,,,,
Beautiful Garden Ministries,Church of God in Christ,Pentecostal Churches,,,,(310) 225-5656,https://bgmcogic.org,https://www.usachurches.org/church/beautiful-garden-ministries.htm,,,,,
Abundant Life Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(210) 337-6281,,https://www.usachurches.org/church/abundant-life-church-of-god-in-christ-san-antonio.htm,,,,,
New Bethel Temple,Church of God in Christ,Pentecostal Churches,,,,(901) 327-8515,,https://www.usachurches.org/church/new-bethel-temple.htm,,,,,
Jesus Lives Here Church Of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(269) 925-0354,,https://www.usachurches.org/church/jesus-lives-here-church-of-god-in-christ.htm,,,,,
Deliverence Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(804) 644-2071,,https://www.usachurches.org/church/deliverance-temple-church-of-god-in-christ-richmond.htm,,,,,
Friendship Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(229) 868-7619,,https://www.usachurches.org/church/friendship-church-of-god-in-christ.htm,,,,,
Worldwide Willing Workers Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(469) 688-3385,,https://www.usachurches.org/church/worldwide-willing-workers-church-of-god-in-christ.htm,,,,,
Nichols Temple,Church of God in Christ,Pentecostal Churches,,,,(817) 534-3232,,https://www.usachurches.org/church/nichols-temple.htm,,,,,
Miracle Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(804) 674-5056,,https://www.usachurches.org/church/miracle-temple-church-of-God-in-christ-petersburg.htm,,,,,
Shekinah Glory Worship Center,Church of God in Christ,Pentecostal Churches,,,,(510) 393-7146,,https://www.usachurches.org/church/shekinah-glory-worship-center.htm,,,,,
Anointed Fountain Church,Church of God in Christ,Pentecostal Churches,,,,(330) 821-7089,,https://www.usachurches.org/church/anointed-fountain-church.htm,,,,,
Grace Emmanuel Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(229) 669-6965,,https://www.usachurches.org/church/grace-emmanuel-church-of-god-in-christ.htm,,,,,
Greater New Hope Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(907) 458-7172,,https://www.usachurches.org/church/greater-new-hope-church-of-god-in-christ.htm,,,,,
Greater Faith Deliverance Center Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(336) 733-1777,,https://www.usachurches.org/church/greater-faith-deliverance-center-church-of-god-in-christ.htm,,,,,
Jones Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(215) 232-7670,,https://www.usachurches.org/church/jones-temple-church-of-god-in-christ.htm,,,,,
Good News Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(562) 437-9237,,https://www.usachurches.org/church/good-news-church-of-god-in-christ.htm,,,,,
Morning Star Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(215) 221-5505,,https://www.usachurches.org/church/morning-star-church-of-god-in-christ.htm,,,,,
Clayton Temple Church,Church of God in Christ,Pentecostal Churches,,,,(936) 254-9898,,https://www.usachurches.org/church/clayton-temple-church.htm,,,,,
Ministry of Reconciliation COGIC,Church of God in Christ,Pentecostal Churches,,,,(314) 385-7064,,https://www.usachurches.org/church/ministry-of-reconciliation-cogic.htm,,,,,
Greater Virginia-Carolina Temple COGIC,Church of God in Christ,Pentecostal Churches,,,,(757) 986-2088,,https://www.usachurches.org/church/greater-virginia-carolina-temple-cogic.htm,,,,,
OMC Fellowship Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(216) 321-1317,,https://www.usachurches.org/church/omc-fellowship-church-of-god-in-christ.htm,,,,,
Word Harvest Ministries,Church of God in Christ,Pentecostal Churches,,,,(269) 384-9673,,https://www.usachurches.org/church/word-harvest-ministries.htm,,,,,
Ministry of Christ Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(209) 606-4291,,https://www.usachurches.org/church/ministry-of-christ-church-of-god-in-christ.htm,,,,,
House of Faith Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(504) 947-4233,,https://www.usachurches.org/church/house-of-faith-church-of-god-in-christ.htm,,,,,
New Generation Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(845) 721-8736,,https://www.usachurches.org/church/new-generation-church-of-god-in-christ.htm,,,,,
Faith Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(210) 662-9138,,https://www.usachurches.org/church/faith-temple-church-of-god-in-christ-san-antonio.htm,,,,,
Greater New Jerusalem Evangelist Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(405) 424-2613,,https://www.usachurches.org/church/greater-new-jerusalem-evangelist-temple-church-of-god-in-christ.htm,,,,,
Temple of Praise Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(219) 938-7034,,https://www.usachurches.org/church/temple-of-praise-church-of-god-in-christ.htm,,,,,
Triad Church,Church of God in Christ,Pentecostal Churches,,,,(414) 364-6353,,https://www.usachurches.org/church/triad-church.htm,,,,,
Unity Temple Ministries,Church of God in Christ,Pentecostal Churches,,,,(937) 542-9819,,https://www.usachurches.org/church/unity-temple-ministries.htm,,,,,
Evangelist Temple House of Refuge for all Nations,Church of God in Christ,Pentecostal Churches,,,,(601) 355-1021,,https://www.usachurches.org/church/evangelist-temple-house-of-refuge-for-all-nations.htm,,,,,
Christ Cathedral Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(402) 733-7099,,https://www.usachurches.org/church/christ-cathedral-church-of-god-in-christ-omaha.htm,,,,,
Jerusalem Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(504) 821-3484,https://jerusalemcogic.net,https://www.usachurches.org/church/jerusalem-church-of-god-in-christ.htm,,,,,
Mason Memorial Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(251) 478-8328,,https://www.usachurches.org/church/mason-memorial-temple-church-of-god-in-christ.htm,,,,,
Soul Saving Station Church,Church of God in Christ,Pentecostal Churches,,,,(845) 562-7197,,https://www.usachurches.org/church/soul-saving-station-church.htm,,,,,
Crusade for Christ Family Worship Church,Church of God in Christ,Pentecostal Churches,,,,(804) 359-1502,https://cfcfamily.org,https://www.usachurches.org/church/crusade-for-christ-family-worship-church.htm,,,,,
Owens Chapel Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(214) 335-2955,,https://www.usachurches.org/church/owens-chapel-church-of-god-in-christ.htm,,,,,
Victory Cathedral,Church of God in Christ,Pentecostal Churches,,,,(214) 630-3900,,https://www.usachurches.org/church/victory-cathedral.htm,,,,,
Mt. Joy Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(757) 433-5502,,https://www.usachurches.org/church/mt-joy-church-of-god-in-christ.htm,,,,,
Greater Little Zion Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(409) 835-6564,,https://www.usachurches.org/church/greater-little-zion-church-of-god-in-christ.htm,,,,,
Spirit Life Worship Center,Church of God in Christ,Pentecostal Churches,,,,(863) 337-8224,,https://www.usachurches.org/church/spirit-life-worship-center.htm,,,,,
New Hope Church,Church of God in Christ,Pentecostal Churches,,,,(937) 270-0123,,https://www.usachurches.org/church/new-hope-church-dayton.htm,,,,,
Clear As A Bell Memorial,Church of God in Christ,Pentecostal Churches,,,,(916) 428-4190,,https://www.usachurches.org/church/clear-as-a-bell-memorial.htm,,,,,
Anointed Vision Ministry,Church of God in Christ,Pentecostal Churches,,,,(315) 214-4028,,https://www.usachurches.org/church/anointed-vision-ministry.htm,,,,,
Praise Fellowship Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(414) 638-6205,,https://www.usachurches.org/church/praise-fellowship-church-of-god-in-christ.htm,,,,,
Valley Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(512) 845-4250,,https://www.usachurches.org/church/valley-church-of-god-in-christ.htm,,,,,
Abundant Grace Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(219) 884-4353,,https://www.usachurches.org/church/abundant-grace-church-of-god-in-christ.htm,,,,,
Whole Truth Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(313) 898-1232,https://wholetruthcogic.org,https://www.usachurches.org/church/whole-truth-church-of-god-in-christ.htm,,,,,
St. Albans Community Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(718) 740-8896,,https://www.usachurches.org/church/st-albans-community-church-of-god-in-christ.htm,,,,,
"First Church of God in Christ, Inc.",Church of God in Christ,Pentecostal Churches,,,,(336) 767-8950,,https://www.usachurches.org/church/first-church-of-god-in-christ-inc.htm,,,,,
New Star Ministries,Church of God in Christ,Pentecostal Churches,,,,(225) 931-7586,,https://www.usachurches.org/church/new-star-ministries.htm,,,,,
The Evidence Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(252) 794-5005,https://tecogic.org,https://www.usachurches.org/church/the-evidence-church-of-god-in-christ.htm,,,,,
Greater Calvary Church,Church of God in Christ,Pentecostal Churches,,,,(734) 985-1419,,https://www.usachurches.org/church/greater-calvary-church.htm,,,,,
Nazarene Church of Jesus Christ,Church of God in Christ,Pentecostal Churches,,,,(229) 649-3175,,https://www.usachurches.org/church/nazarene-church-of-jesus-christ.htm,,,,,
The Wayfaring Church of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(773) 765-4143,,https://www.usachurches.org/church/the-wayfaring-church-of-god-in-christ.htm,,,,,
Number One Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(530) 533-1518,,https://www.usachurches.org/church/number-one-church-of-god-in-christ.htm,,,,,
Amite #1 COGIC,Church of God in Christ,Pentecostal Churches,,,,(985) 748-3010,,https://www.usachurches.org/church/amite-1-cogic.htm,,,,,
New Covenant Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(602) 459-5693,,https://www.usachurches.org/church/new-covenant-church-of-god-in-christ.htm,,,,,
Life Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(901) 523-9272,,https://www.usachurches.org/church/life-church-of-god-in-christ.htm,,,,,
New Beginnings Church,Church of God in Christ,Pentecostal Churches,,,,(864) 764-5380,,https://www.usachurches.org/church/new-beginnings-church-spartanburg.htm,,,,,
New Jerusalem Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(561) 274-3425,,https://www.usachurches.org/church/new-jerusalem-church-of-god-in-christ-delray-beach.htm,,,,,
Glory Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(954) 374-7191,,https://www.usachurches.org/church/glory-temple-church-of-god-in-christ.htm,,,,,
Walton Memorial Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(903) 622-4378,,https://www.usachurches.org/church/walton-memorial-church-of-god-in-christ.htm,,,,,
Higher Heights Deliverance Church,Church of God in Christ,Pentecostal Churches,,,,(314) 776-2996,,https://www.usachurches.org/church/higher-heights-deliverance-church.htm,,,,,
Potter's House Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(919) 774-8424,,https://www.usachurches.org/church/potters-house-church-of-god-in-christ.htm,,,,,
East End Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(210) 223-8864,,https://www.usachurches.org/church/east-end-church-of-god-in-christ.htm,,,,,
Redeem Church Of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(409) 835-9811,,https://www.usachurches.org/church/redeem-church-of-god-in-christ.htm,,,,,
Temple of Faith Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(330) 821-0435,,https://www.usachurches.org/church/temple-of-faith-church-of-god-in-christ.htm,,,,,
New Direction Community Church,Church of God in Christ,Pentecostal Churches,,,,(503) 282-8522,,https://www.usachurches.org/church/new-direction-community-church.htm,,,,,
Wayside Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(432) 682-7602,,https://www.usachurches.org/church/wayside-church-of-god-in-christ.htm,,,,,
Emmanuel Temple Church,Church of God in Christ,Pentecostal Churches,,,,(806) 373-5416,,https://www.usachurches.org/church/emmanuel-temple-church-amarillo.htm,,,,,
True Love Ministries Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(817) 534-4206,,https://www.usachurches.org/church/true-love-ministries-church-of-god-in-christ.htm,,,,,
Morning Star Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(323) 235-3523,,https://www.usachurches.org/church/morning-star-church-of-god-in-christ-los-angeles.htm,,,,,
Deliverance Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(334) 897-8810,,https://www.usachurches.org/church/deliverance-temple-church-of-god-in-christ.htm,,,,,
Banks Chapel Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(386) 462-0509,,https://www.usachurches.org/church/banks-chapel-church-of-god-in-christ.htm,,,,,
iMPACT,Church of God in Christ,Pentecostal Churches,"2904 Melburne Blvd, Ybor City, FL 33605). Our mailing address: P.O. Box 6791, Lakeland, FL 33807","2904 Melburne Blvd, Ybor City, FL 33605). Our mailing address: P.O. Box 6791, Lakeland, FL",33807,(813) 965-8445,,https://www.usachurches.org/church/impact.htm,,,,,
Green Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(601) 878-0390,,https://www.usachurches.org/church/green-temple-church-of-god-in-christ.htm,,,,,
Northend Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(313) 872-8919,,https://www.usachurches.org/church/northend-church-of-god-in-christ.htm,,,,,
Price Temple Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(903) 454-9609,,https://www.usachurches.org/church/price-temple-church-of-god-in-christ.htm,,,,,
Faith Temple Church of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(832) 641-9728,,https://www.usachurches.org/church/faith-temple-church-of-god-in-christ.htm,,,,,
Bethel Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(330) 783-3433,,https://www.usachurches.org/church/bethel-church-of-god-in-christ.htm,,,,,
New Hope Tabernacle,Church of God in Christ,Pentecostal Churches,,,,(734) 461-2394,,https://www.usachurches.org/church/new-hope-tabernacle.htm,,,,,
New Original Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(773) 978-0947,,https://www.usachurches.org/church/new-original-church-of-god-in-christ.htm,,,,,
